Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Armchair (each) (product.metafields.custom.dim_armchair),ASIN code (product.metafields.custom.dim_asin_code),Assembly (product.metafields.custom.dim_assembly),Colour (product.metafields.custom.dim_colour),Cushion fill (product.metafields.custom.dim_cushion_fill),Folding (product.metafields.custom.dim_folding),Frame (product.metafields.custom.dim_frame),Item weight (product.metafields.custom.dim_item_weight),Leg length (product.metafields.custom.dim_leg_length),Number of cabinets (product.metafields.custom.dim_number_of_cabinets),Number of drawers (product.metafields.custom.dim_number_of_drawers),Number of shelves (product.metafields.custom.dim_number_of_shelves),Panels (product.metafields.custom.dim_panels),Primary material (product.metafields.custom.dim_primary_material),Product dimension (product.metafields.custom.dim_product_dimension),Seating capacity (product.metafields.custom.dim_seating_capacity),Seat depth (product.metafields.custom.dim_seat_depth),Seat height (product.metafields.custom.dim_seat_height),Style (product.metafields.custom.dim_style),Three-seater (product.metafields.custom.dim_three_seater),Type (product.metafields.custom.dim_type),Weight capacity (product.metafields.custom.dim_weight_capacity),Weight limit (product.metafields.custom.dim_weight_limit),Short Description (product.metafields.custom.short_description),Product rating count (product.metafields.reviews.rating_count),Backrest type (product.metafields.shopify.backrest-type),Backrest upholstery color (product.metafields.shopify.backrest-upholstery-color),Color (product.metafields.shopify.color-pattern),Frame color (product.metafields.shopify.frame-color),Material (product.metafields.shopify.material),Mounting type (product.metafields.shopify.mounting-type),Seat type (product.metafields.shopify.seat-type),Seat upholstery color (product.metafields.shopify.seat-upholstery-color),Suitable location (product.metafields.shopify.suitable-location),Tabletop color (product.metafields.shopify.tabletop-color),Upholstery color (product.metafields.shopify.upholstery-color),Wood finish (product.metafields.shopify.wood-finish),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
solid-sheesham-wood-three-seater-sofa-walnut-black-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61dfXx0_ghL._SL1500.jpg?v=1789191004,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-walnut-black-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61RavPoRRsL._SL1500.jpg?v=1789191023,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-walnut-black-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61WZjKjgQ1L._SL1500.jpg?v=1789191041,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-brown-finish-with-cushions,Solid Sheesham Wood Three Seater Sofa – Brown Finish with Cushions,"<h4 class=""a-size-base-plus a-text-bold"">About this item</h4>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item""> Product Dimensions(Inch):-Inner Dimensions Sizes:- 3 Seater(Length 63 in x Depth 24 in), 2 Seater(Length 42 in x Depth 24 in), Single Seater(Length 21 in x Depth 24 in), Out Dimensions (When assembled):- 3 Seater(Length 71 in x Depth 30 in), 2 Seater(Length 50 in x Depth 30 in), Single Seater(Length 29 in x Depth 30 in), Seating Height:-16 inches </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Product Material: Sheesham Wood, Colour: Brown Finish, Style: Contemporary, Seating Capacity: 3 Seater </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Warranty: The product comes with 10 Days Replacement and 12 Months warranty against any Damaged and Manufacturing Defects. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> sofa set | wooden sofa set furniture | wooden sofa | sofa set 3 seater | wooden sofa set | 3 seater sofa set | sofa 3 seater | sofa set for living room low price | wooden sofa set furniture 3 seater | sofa 3 seater living room | sofa set living room | sofa set living room furniture | sheesham wood sofa set | sofa set 3 | three seater sofa set </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> The Product Requires Basic Self Assembly At Customers End And Comes With Self Assembly Instructions Along With Necessary Accessories. Also can book a Free of Cost Assembly service by using the link </span></li>
</ul>",Dew's Furniture,Furniture > Sofas,"","3 Seater Sofa, brown, Living room, Sheesham wood, Sofa",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,13999.00,21978.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/Lifestyle-View-8.png?v=1789193226,1,"",false,,,,B08L1D5571,,Brown,,Yes,, 62 kg , 29.9 Inches ,,,,, Sheesham Wood, 24D x 24W x 63H Centimeters , 3.00 , 24 Centimeters , 63 Centimetres ,Asian,, Standard ,, 80 Kilograms ,"Product Dimensions(Inch):-Inner Dimensions Sizes:- 3 Seater(Length 63 in x Depth 24 in), 2 Seater(Length 42 in x Depth 24 in), Single Seater(Length 21 in x Depth 24 in), Out Dimensions (When assembled):- 3 Seater(Length 71 in x Depth 30 in), 2 Seater(Length 50 in x Depth 30 in), Single Seater(Length 29 in x Depth 30 in), Seating Height:-16 inches ",,,,brown,,wood,,upholstered-padded,cream,,,,,,,,,,kg,,,active
solid-sheesham-wood-three-seater-sofa-brown-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/51hq0Xsj-1L._SL1500.jpg?v=1789192267,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-brown-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/DimensionView-2_41aacfce-4817-49eb-8701-880e910d1029.png?v=1789313872,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-brown-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/51vmoBJEOJL._SL1500.jpg?v=1789192300,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-brown-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61sxmN6mUqL._SL1500.jpg?v=1789192323,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-brown-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/51KwxQbSQTL._SL1500.jpg?v=1789192282,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-brown-finish-1,Solid Sheesham Wood Three Seater Sofa – Brown Finish,"<h4 class=""a-size-base-plus a-text-bold"">About this item</h4>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item""> Product Dimensions(Inch) : Height (29 In) x Width (30.5 In) x Length (74 In) </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Primary Material: Solid Sheesham Wood Style: Contemporary, Seating Capacity: 3 Seater </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Warranty: The product comes with 10 Days Replacement and 12 Months warranty against any Damaged and Manufacturing Defects. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> sofa set | wooden sofa set furniture | wooden sofa | sofa set 3 seater | wooden sofa set | 3 seater sofa set | sofa 3 seater | sofa set for living room low price | wooden sofa set furniture 3 seater | sofa 3 seater living room | sofa set living room | sofa set living room furniture | sheesham wood sofa set | sofa set 3 | three seater sofa set </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> The Sofa is a great addition to any home. With Luxury seats and a beautifully finished wood frame, you can't go wrong with this Sofa for living room. </span></li>
</ul>",Dew's Furniture,Furniture > Sofas,"","3 Seater Sofa, brown, Living room, Sheesham wood, Sofa",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,22562.00,28749.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/Lifestyle-View-9.png?v=1789193938,1,"",false,,,,B08L1GGR5S,, Brown ,,,, 45 kg ,,,,,,Solid Sheesham Wood, 188D x 77.5W x 73.7H Centimeters , 3.00 ,,, Asian ,," Standard , Living Room ",,," Product Dimensions(Inch) : Height (29 In) x Width (30.5 In) x Length (74 In) Primary Material: Solid Sheesham Wood Style: Contemporary, Seating Capacity: 3 Seater ",,,,brown,,wood,,upholstered,,,,,,,,,,,kg,,,active
solid-sheesham-wood-three-seater-sofa-brown-finish-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/618gwk3Z7OL._SL1500.jpg?v=1789193660,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-brown-finish-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61dJaoxIOAL._SL1500.jpg?v=1789193685,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-brown-finish-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61Vg7sFFHeL._SL1500.jpg?v=1789193738,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-brown-finish-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/71AKcAFIv5L._SL1500.jpg?v=1789193849,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-brown-finish-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/712FlZGfdAL._SL1500.jpg?v=1789193898,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-brown-finish-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/DimensionView-1_a2448f71-9d7f-44c8-8d6a-40f991568b18.png?v=1789314203,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-5-seater-sofa-set-brown-finish,Sheesham Wood 5 Seater Sofa Set – Brown Finish,"<ul>
<li class=""a-spacing-mini""><span class=""a-list-item""> Inner Dimensions: 3 Seater : Length 63 inch x Depth 24 inch, 2 Seater : Length 42 inch x Depth 24 inch, Single Seater : Length 21 inch x Depth 24 inch, Outer Dimensions (When assembled): 3 Seater : Length 71 inch x Depth 30 inch, 2 Seater : Length 50 inch x Depth 30 inch, Single Seater : Length 29 inch x Depth 30 inch, Seating Height : 16 inch </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Product Material: Sheesham Wood, Colour: Brownfinish, Style: Contemporary, Seating Capacity: 5 Seater </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Warranty: The product comes with 10 Days Replacement and 12 Months warranty against any Damaged and Manufacturing Defects. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> The Sofa is a great addition to any home. With Luxury seats and a beautifully finished wood frame, you can't go wrong with this Sofa for living room. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> This is 5 Seater Sofa , Wooden sofa set furniture , sofa set for living room , sofa 3 1 1 set , solid wood sofa </span></li>
</ul>",Dew's Furniture,Furniture > Sofas,"","5 Seater Sofa, brown, Sheesham wood, Sofa",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,40352.00,47476.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/sheesham-wood-5-seater-sofa-set.png?v=1789375726,1,"",false,,,,B08L1DDKDJ,,Brown,Multiple Cushion Seat,,, 65 kg , 73.7 Centimetres ,,,,,Sheesham Wood, 188D x 77.5W x 73.7H Centimeters , 5.00 , 188 Centimeters , 16 Inches ,Modern,, Sofa Bed ,, 100 Kilograms ,"Inner Dimensions: 3 Seater : Length 63 inch x Depth 24 inch, 2 Seater : Length 42 inch x Depth 24 inch, Single Seater : Length 21 inch x Depth 24 inch, Outer Dimensions (When assembled): 3 Seater : Length 71 inch x Depth 30 inch, 2 Seater : Length 50 inch x Depth 30 inch, Single Seater : Length 29 inch x Depth 30 inch, Seating Height : 16 inch ",,,,brown,,wood,,upholstered,,,,,,,,,,,kg,,,active
sheesham-wood-5-seater-sofa-set-brown-finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/619mzglJnZL._SL1500.jpg?v=1789195081,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-5-seater-sofa-set-brown-finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61hja1Rbm6L._SL1370.jpg?v=1789195080,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-5-seater-sofa-set-brown-finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61dOm273c7L._SL1500.jpg?v=1789195099,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-5-seater-sofa-set-brown-finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/613ue79GiwL._SL1500.jpg?v=1789195132,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-5-seater-sofa-set-walnut-finish,Sheesham Wood 5 Seater Sofa Set – (Walnut Finish (3+1+1),"<h4 class=""a-size-base-plus a-text-bold"">About this item</h4>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item""> Product Dimensions: 3 Seater : Length 65 Inch x Width 33.4 Inch x Height 29.5 inch, 1 Seater : Length 27.5 Inch x Width 33.4 Inch x Height 29.5 Inch </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Product Material: Sheesham Wood, Colour: walnut finish, Style: Contemporary, Seating Capacity: 5 Seater </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Warranty: The product comes with 10 Days Replacement and 12 Months warranty against any Damaged and Manufacturing Defects. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> The Sofa is a great addition to any home. With Luxury seats and a beautifully finished wood frame, you can't go wrong with this Sofa for living room. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> This is 5 Seater Sofa , Wooden sofa set furniture , sofa set for living room , sofa 3 1 1 set , solid wood sofa </span></li>
</ul>",Dew's Furniture,Furniture > Furniture Sets > Living Room Furniture Sets,"","5 Seater Sofa, Living room, Sheesham wood, Sofa, walnut",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,61114.00,69330.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/Lifestyle-View-11.png?v=1789196014,1,"",false,,,,B08L1D1655,,Walnut Finish,,,, 86 kg , 29.5 Inches ,,,,,Sheesham Wood, 84D x 165W x 74H Centimeters , 5 , 84 Centimeters , 74 Centimetres ,Modern,, Sofa Bed ,, 100 Kilograms ," Product Dimensions: 3 Seater : Length 65 Inch x Width 33.4 Inch x Height 29.5 inch, 1 Seater : Length 27.5 Inch x Width 33.4 Inch x Height 29.5 Inch Product Material: Sheesham Wood, Colour: walnut finish, Style: Contemporary, Seating Capacity: 5 Seater ",,padded,,,walnut,,,upholstered,,,,,,,,,,,kg,,,active
sheesham-wood-5-seater-sofa-set-walnut-finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/514BbaV8kWL._SL1500.jpg?v=1789195289,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-5-seater-sofa-set-walnut-finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/51TAmvImKkL._SL1106.jpg?v=1789195288,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-5-seater-sofa-set-walnut-finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/51QV5xIdvmL._SL1500.jpg?v=1789195306,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-5-seater-sofa-set-walnut-finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/51Q7dbQTRPL._SL1500.jpg?v=1789195321,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-5-seater-sofa-set-walnut-finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61mzVMXgPgL._SL1500.jpg?v=1789195345,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modern-design-5-seater-sofa-set-home-living-room,Modern Design 5 Seater Sofa Set – Home & Living Room,"<h4 class=""a-size-base-plus a-text-bold"">About this item</h4>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item""> Product Dimensions: 3 Seater : Length 65 Inch x Width 33.4 Inch x Height 29.5 inch, 1 Seater : Height 27.5 Inch x Length 33.4 Inch x Width 29.5 Inch </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Product Material: Sheesham Wood, Colour: walnut finish, Style: Contemporary, Seating Capacity: 3 Seater </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Warranty: The product comes with 10 Days Replacement and 12 Months warranty against any Damaged and Manufacturing Defects. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> This is the good quality Sofa Over 30 tests conducted to ensure the quality. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> The Sofa is a great addition to any home. With Luxury seats and a beautifully finished wood frame, you can't go wrong with this Sofa for living room. </span></li>
</ul>",Dew's Furniture,Furniture > Furniture Sets > Living Room Furniture Sets,"","5 Seater Sofa, Sheesham wood, Sofa, walnut",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,44665.00,52016.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/Lifestyle-View-1_67b29090-11e5-49f3-a33d-5b89f16d551e.jpg?v=1789198666,1,"",false,,,,B08L1F23BB,, Walnut Finish ,,,, 85 kg ,,,,,,Sheesham Wood, 84D x 165W x 76H Centimeters , 5 , 84.8 Centimeters ,, Modern ,, Sofa Bed ,,," Product Dimensions: 3 Seater : Length 65 Inch x Width 33.4 Inch x Height 29.5 inch, 1 Seater : Height 27.5 Inch x Length 33.4 Inch x Width 29.5 Inch Product Material: Sheesham Wood, Colour: walnut finish, Style: Contemporary, Seating Capacity: 3 Seater ",,padded,,,walnut,,,upholstered-padded,,,,,,,,,,,kg,,,active
modern-design-5-seater-sofa-set-home-living-room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61-gNTwqE6L._SL1500.jpg?v=1789196702,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modern-design-5-seater-sofa-set-home-living-room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61dtKm0yb9L._SL1500.jpg?v=1789196705,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modern-design-5-seater-sofa-set-home-living-room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61gR0UnzmNL._SL1500.jpg?v=1789196731,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modern-design-5-seater-sofa-set-home-living-room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61scppxNGDL._SL1500.jpg?v=1789196749,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modern-design-5-seater-sofa-set-home-living-room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/DimensionView-1_470386dc-464d-4a59-b02e-07825d70f950.png?v=1789314921,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-5-seater-sofa-set-mahogany-finish-with-cushions,Sheesham Wood 5 Seater Sofa Set – Mahogany Finish with Cushions,"<h4 class=""a-size-base-plus a-text-bold"">About this item</h4>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item""> Care Instructions: Wipe Clean With Dry Cloth; Style Name: Asian; Item Shape: Rectangular; Form Factor: Loveseat; Arm Style: Padded; Seating Capacity: 5.0; Item Weight: 70.0 </span></li>
</ul>",Dew's Furniture,Furniture > Furniture Sets > Living Room Furniture Sets,"","5 Seater Sofa, Living room, Sheesham wood, Sofa",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,37999.00,53899.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/Lifestyle-View-1_5f58ea12-72ef-4444-91b3-8c0d42e486fa.jpg?v=1789198220,1,"",false,,,,B08L1DQN1D,,Mahogany Finish,,,, 70 kg , 25 Inches ,,,,, Sheesham Wood , 78D x 188W x 78H Centimeters , 5 , 78 Centimeters , 78 Centimetres ,Asian,, Standard ,, 100 Kilograms , Care Instructions: Wipe Clean With Dry Cloth; Style Name: Asian; Item Shape: Rectangular; Form Factor: Loveseat; Arm Style: Padded; Seating Capacity: 5.0; Item Weight: 70.0 ,,,,,mahogany,,,,,,,,,,,,,,kg,,,active
sheesham-wood-5-seater-sofa-set-mahogany-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61j4pcqJ--L._SL1500.jpg?v=1789197576,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-5-seater-sofa-set-mahogany-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61KCcDTeP6L._SL1500.jpg?v=1789197594,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-5-seater-sofa-set-mahogany-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/71rxmoq1sgL._SL1500.jpg?v=1789197613,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-5-seater-sofa-set-mahogany-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/71JcHAexwqL._SL1500.jpg?v=1789197630,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-5-seater-sofa-set-mahogany-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/71NIhazxmHL._SL1500.jpg?v=1789197648,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-5-seater-sofa-set-mahogany-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/71sN2w6QyBL._SL1500.jpg?v=1789197663,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
